"56",,"B00004","BP WAN LI ELECTRIC SDN BHD",,"TRADE","TRADING","OUTDOOR"
"57",,"B00005","BEE LIAN PLASTIC INDUSTRIES SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"58",,"B00006","BROTHER INDUSTRIES TECHNOLOGY (M) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"59",,"B00007","BEST POWER CONTROL SDN BHD",,"TRADE","TRADING","OFFICE"
"60",,"B00008","BANENG INDUSTRIES SDN BHD",,"TRADE","TEXTILES","OUTDOOR"
"61",,"B00009","BASF (MALAYSIA) SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"62",,"B00010","BAYU PURNAMA SDN BHD",,"TRADE","OTHERS","PROJECT"
"63",,"B00011","BERJAYA SOUTEX SDN BHD",,"TRADE","TEXTILES","OUTDOOR"
"64",,"B00012","BERJAYA BANDARTEX SDN BHD",,"TRADE","TEXTILES","OUTDOOR"
"65",,"B00013","BEYONICS INDUSTRIES SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"66",,"B00014","BRIGHTEN SWITCHBOARD BUILDERS SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"67",,"B00017","BPDIKA TRADING CO SDN BHD",,"TRADE","TRADING","OUTDOOR"
"68",,"B00018","BRANDPLUS SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"69",,"B00019","BEYONICS PRECISION MACHINING SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"70",,"B00020","B.S. MANUFACTURING SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"71",,"B00021","BUMI HIJAU FOOD INDUSTRIES SDN BHD",,"TRADE","FOOD","OUTDOOR"
"72",,"B00022","BROAD WORLD PRECISION INDUSTRY (M) SDN BHD",,"TRADE","METAL","OUTDOOR"
"73",,"B00023","BARRY CALLEBAUT MALAYSIA SDN BHD",,"TRADE","FOOD","OUTDOOR"
"74",,"B00024","BESTRON ENTERPRISE (JOHOR) SDN BHD",,"TRADE","TRADING","OFFICE"
"75",,"B00025","BRC PREFAB HOLDINGS SDN BHD",,"TRADE","METAL","OUTDOOR"
"76",,"B00026","BMP TECHNOLOGIES MALAYSIA SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"77",,"B00027","BROADWAY PRECISION TECHNOLOGY SDN BHD",,"TRADE","PT","OUTDOOR"
"78",,"B00028","BIOCON SDN BHD",,"TRADE","PHARMACEUTICAL","OUTDOOR"
"79",,"B00029","BURKERT SINGAPORE PTE LTD"
"80",,"B00030","BINTULU EDIBLE OILS SDN BHD",,"TRADE","PALM - REFINERY","OFFICE"
"81",,"C00001","CLAYBRICKS & TILES SDN BHD",,"TRADE","BRICK","OUTDOOR"
"82",,"C00002","**CLOSED*(CHAN ELECTRIC)",,"TRADE","ENGINEERING","OFFICE"
"83",,"C00003","COILCRAFT (M) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"84",,"C00004","COHERENT TECHNOLOGY SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"85",,"C00005","CTAE SOLUTION SDN BHD",,"TRADE","TRADING","OFFICE"
"86",,"C00006","CCM CHEMICALS SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"87",,"C00007","CIS TECHNOLOGY SDN BHD",,"TRADE","TRADING","OFFICE"
"88",,"C00008","COM ELECTRICAL ENGINEERING SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"89",,"C00009","CERGAS TEKNIK SDN BHD",,"TRADE","TRADING","OFFICE"
"90",,"C00010","CHI-TAK ELECTRICAL (JB) SDN BHD",,"TRADE","TRADING","OFFICE"
"91",,"C00011","CONSOWIDE COMPRESSOR SDN BHD",,"TRADE","TRADING","OFFICE"
"92",,"C00012","CALSONIC  KANSEI (MALAYSIA)  SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"93",,"C00013","CABNET SYSTEMS (M) SDN BHD",,"TRADE","TRADING","PROJECT"
"94",,"C00014","CHEMFLUID ENGINEERING SDN BHD",,"TRADE","TRADING","OUTDOOR"
"95",,"C00015","CHAI HENG PLASTIC MANUFACTURING (M) SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"96",,"C00016","CMKS (MALAYSIA) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"97",,"C00018","CARRIER (M) SDN BHD",,"TRADE","OTHERS","PROJECT"
"98",,"C00019","CHEE SIAN ENTERPRISE",,"TRADE","TRADING","OUTDOOR"
"99",,"C00020","CK AUTOMATION & ENGINEERING",,"TRADE","ENGINEERING","OUTDOOR"
"100",,"C00021","CHOON HIN ENGINEERING WORKS SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"101",,"C00022","CHANGHUAT PLASTIC INDUSTRIES (SENAI) SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"102",,"C00023","CHUEN CHEONG FOOD INDUSTRIES SDN BHD",,"TRADE","FOOD","OUTDOOR"
"103",,"C00024","CHENG HUA ENGINEERING WORKS SDN BHD",,"TRADE","ENGINEERING","PROJECT"
"104",,"C00025","COMMON WOOD PRODUCTS SDN BHD",,"TRADE","WOOD","OUTDOOR"
"105",,"C00026","CAMOZZI MALAYSIA SDN BHD",,"TRADE","TRADING","OFFICE"
"106",,"C00027","CRAY VALLEY RESINS (M) SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"107",,"C00028","CFTC PRECISION SDN BHD",,"TRADE","METAL","OUTDOOR"
"108",,"C00030","CS M&E ENGINEERING",,"TRADE","ENGINEERING","OFFICE"
"109",,"C00031","CELESTICA ELECTRONICS (M) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"110",,"C00032","CLASSIC ADVANTAGE SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"111",,"C00033","CYCLECT ELECTRICAL ENGINEERING (M) SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"112",,"C00034","CIBA VISION JOHOR SDN BHD",,"TRADE","OTHERS","OUTDOOR"
"113",,"C00035","CHEVON (M) SDN BHD",,"TRADE","METAL","OUTDOOR"
"114",,"C00036","CED DESIGN INDUSTRIES",,"TRADE","ENGINEERING","OUTDOOR"
"115",,"C00037","CCMP SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"116",,"C00038","CS AIR CARE ENGINEERING",,"TRADE","ENGINEERING","OFFICE"
"117",,"C00039","CRAFT MASTER TIMBER PRODUCTS SDN BHD",,"TRADE","WOOD","OUTDOOR"
"118",,"C00040","COSMIC ENGINEERING & INDUSTRIAL SUPPLY SDN BHD",,"TRADE","TRADING","OFFICE"
"119",,"C00041","CANZO SDN BHD",,"TRADE","METAL","OUTDOOR"
"120",,"C00042","CML TECHNOLOGY",,"TRADE","TRADING","OFFICE"
"121",,"C00043","CAPE EMS MANUFACTURING (M) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"122",,"C00044","STX PRECISION (JB) SDN BHD",,"TRADE","METAL","OUTDOOR"
"123",,"C00045","CSK ELECTRONICS & COMPUTER ENTERPRISE",,"TRADE","ELECTRICAL","OFFICE"
"124",,"C00046","CGPV INDUSTRIAL BUILDING SYSTEM SDN BHD",,"TRADE","CEMENT","OUTDOOR"
"125",,"D00001","DAYCOINS TECHNOLOGY (M) SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"126",,"D00002","DAN KAFFE (M) SDN BHD",,"TRADE","FOOD","OUTDOOR"
"127",,"D00003","DYNAC SDN BHD",,"TRADE","OIL & GAS","OUTDOOR"
"128",,"D00004","DRIVES & AUTOMATION COMPONENTS (JB) SDN BHD",,"TRADE","TRADING","OFFICE"
"129",,"D00005","DURABON SDN BHD",,"TRADE","METAL","OUTDOOR"
"130",,"D00006","DP THERMO CONTROL ELECTRIC (JB) SDN BHD",,"TRADE","TRADING","OFFICE"
"131",,"D00007","DELIMA OIL PRODUCTS SDN BHD",,"TRADE","PALM - REFINERY","OUTDOOR"
"132",,"D00008","DENFOSS REFRIGERATION & ENGINEERING SDN BHD",,"TRADE","ENGINEERING","OFFICE"
"133",,"D00009","DAIREN CHEMICAL (M) SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"134",,"D00011","DYSON MANUFACTURING SDN BHD",,"TRADE","ELECTRICAL","PROJECT"
"135",,"D00012","DELTA ENGINEERING & TRADING",,"TRADE","ENGINEERING","OFFICE"
"136",,"D00013","DONGGUAN SINCOAT TECHNOLOGIES CO,. LTD.",,"TRADE",,"PROJECT"
"137",,"D00014","DYSON ELECTRONICS PTE LTD-PHILIPPINES BRANCH",,"TRADE","ELECTRICAL","OUTDOOR"
"138",,"D00015","DYNAMECH ENGINEERING TECHNOLOGY (M) SDN BHD",,"TRADE","ENGINEERING","OFFICE"
"139",,"D00016","DSCOM TECHNOLOGY",,"TRADE","TRADING","OFFICE"
"140",,"D00017","DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD",,"TRADE","FEEDMILL","OUTDOOR"
"141",,"D00018","DELTECH ENGINEERING SDN. BHD.",,"TRADE","TRADING","OFFICE"
"142",,"D00019","DYSON OPERATIONS PTE. LTD.",,"TRADE","ELECTRICAL","PROJECT"
"143",,"D00020","DY TECH INNOVATIONS SDN BHD",,"TRADE","TRADING","OFFICE"
"144",,"E00001","**CLOSED**(ENERGIZER MALAYSIA SDN BHD)",,"TRADE","ELECTRICAL","OUTDOOR"
"145",,"E00002","EVERGREEN HEAVY INDUSTRIAL CORPORATION (M) SDN BHD",,"TRADE","OTHERS","OUTDOOR"
"146",,"E00003","EPSON PRECISION (JOHOR) SDN BHD",,"TRADE","METAL","OUTDOOR"
"147",,"E00004","EU NIAN PLYWOOD CONSULTANTS ENGINEERING SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"148",,"E00005","EVERGREEN FIBREBOARD BERHAD",,"TRADE","WOOD","OUTDOOR"
"149",,"E00006","ECO AUTOMATION SYSTEM",,"TRADE","TRADING","OFFICE"
"150",,"E00007","EVERGREEN FIBREBOARD (JB) SDN BHD",,"TRADE","WOOD","OUTDOOR"
"151",,"E00008","ERAT MESRA SDN BHD",,"TRADE","TRADING","OUTDOOR"
"152",,"E00009","ESMALTECH SDN BHD",,"TRADE","ENGINEERING","PROJECT"
"153",,"E00010","EPCOS SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"154",,"E00011","EITA ELECTRIC SDN BHD",,"TRADE","TRADING","OFFICE"
"155",,"E00012","EDO CHEMICAL SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"156",,"E00014","ESE TECHNOLOGY SDN BHD",,"TRADE","TRADING","OFFICE"
"157",,"E00015","ELCOMP TRADING SDN BHD",,"TRADE","TRADING","OFFICE"
"158",,"E00016","ELEKTRIK ZAMANI SDN BHD",,"TRADE","TRADING","OFFICE"
"159",,"E00017","EZEC TECHNOLOGY (M) SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"160",,"E00018","EMERSON PROCESS MANAGEMENT (MALAYSIA) SDN BHD",,"TRADE","CHEMICAL","PROJECT"
"161",,"E00019","ENPLAS PRECISION (M) SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"162",,"E00020","EASTOOL INDUSTRIES SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"163",,"E00021","ECS TECHNICS SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"164",,"E00022","EVERGREEN FIBREBOARD (JB) SDN BHD",,"TRADE","WOOD","OUTDOOR"
"165",,"E00023","ENG JOO PRECISION PLASTIC SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"166",,"E00024","ENERSAVE WATER SDN BHD",,"TRADE","WATER","OUTDOOR"
"167",,"E00025","EMHART GLASS SDN BHD",,"TRADE","GLASS","OUTDOOR"
"168",,"E00026","ETERNAL EXPOSURE SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"169",,"E00027","ESCATEC MECHATRONICS SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"170",,"E00028","ELECTRICAL MARKETING SDN BHD",,"TRADE","TRADING","OFFICE"
"171",,"E00029","ECOVEST INDUSTRIAL SERVICE SDN BHD",,"TRADE","TRADING","OFFICE"
"172",,"E00030","EU NIAN PRECISION TECHNOLOGY SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"173",,"E00031","E & K ELECTRICAL AUTOMATION ENTERPRISE",,"TRADE","TRADING","OFFICE"
"174",,"E00032","EVYAP SABUN MALAYSIA SDN BHD",,"TRADE","PALM - OLEO","OUTDOOR"
"175",,"E00033","ESCATEC INDUSTRIES SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"176",,"F00001","FGV IFFCO OIL PRODUCTS SDN BHD",,"TRADE","PALM - REFINERY","OUTDOOR"
"177",,"F00002","FMM INSTITUTE OF MANUFACTURING (JOHOR BRANCH)",,"TRADE","ACADEMIC","PROJECT"
"178",,"F00003","FRAMELINE SDN BHD",,"TRADE","FURNITURE","OUTDOOR"
"179",,"F00004","FULL POINT CONCEPT SDN BHD",,"TRADE","ENGINEERING","OFFICE"
"180",,"F00005","FLEXIBLE AUTOMATION SYSTEM SDN BHD",,"TRADE","TRADING","OFFICE"
"181",,"F00007","FA-SMART TECHNICS SYSTEM SDN BHD",,"TRADE","TRADING","OFFICE"
"182",,"F00009","FIMA INSTANCO SDN BHD",,"TRADE","FOOD","OUTDOOR"
"183",,"F00010","FUJIPLATES MANUFACTURING SDN BHD",,"TRADE","METAL","OUTDOOR"
"184",,"F00011","FOXBORO (MALAYSIA) SDN BHD",,"TRADE","OTHERS","PROJECT"
"185",,"F00012","FES INDUSTRIES SDN BHD",,"TRADE","FOOD","OUTDOOR"
"186",,"F00013","FIT-LINE ENGINEERING (JB) SDN BHD",,"TRADE","TRADING","OFFICE"
"187",,"F00014","FUKIN FOOD MACHINERY SDN BHD",,"TRADE","FOOD","OUTDOOR"
"188",,"F00015","FIRST ENGINEERING PLASTICS (MALAYSIA) SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"189",,"F00016","FLEXI COMPONENTS SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"190",,"F00017","FCI CONNECTORS MALAYSIA SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"191",,"F00018","FUJITSU COMPONENTS (MALAYSIA) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"192",,"F00019","FULLMARK MANUFACTURING SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"193",,"F00020","FRA DEVICELAND TECHNOLOGY",,"TRADE","ENGINEERING","OUTDOOR"
"194",,"F00021","FLEXTRONICS TECHNOLOGY (MALAYSIA) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"195",,"F00022","FLEXTRONICS SHAH ALAM SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"196",,"F00023","FINE ALLIANCE ENGINEERING SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"197",,"F00024","FFM GRAINS & MILLS SDN BHD",,"TRADE","FOOD","OUTDOOR"
"198",,"F00025","FORANCE AIR-COND & REFRIGERATION PARTS SUPPLIES PTE LTD",,"TRADE","ENGINEERING","INDOOR"
"199",,"F00026","FARM FRESH MILK SDN BHD",,"TRADE","FOOD","OUTDOOR"
"200",,"G00001","GP BATTERIES (MALAYSIA) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"201",,"G00002","GENERAL ELECTRIC (USA) MSIAN APPLIANCE COMPONENTS S/B",,"TRADE","ELECTRICAL","OUTDOOR"
"202",,"G00003","GUOCERA SDN BHD",,"TRADE","CERAMIC","OUTDOOR"
"203",,"G00004","GREAT WALL BRICKS WORK SDN BHD",,"TRADE","BRICK","OUTDOOR"
"204",,"G00005","GIANT AUTOMATION",,"TRADE","ENGINEERING","OUTDOOR"
"205",,"G00006","GRAND BATTERY TECHNOLOGIES BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"206",,"G00007","GUAN CHONG COCOA MANUFACTURER SDN BHD",,"TRADE","FOOD","OUTDOOR"
"207",,"G00008","GEOGRAPHER SDN BHD",,"TRADE","FOOD","PROJECT"
"208",,"G00009","G.S. ELECTRIC TRADING",,"TRADE","TRADING","OFFICE"
"209",,"G00011","GE-SHEN PLASTIC (M) SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"210",,"G00012","GEREX AUTOMATION (M) SDN BHD",,"TRADE","TRADING","OFFICE"
"211",,"G00013","GOLD COIN SPECIALITIES SDN BHD",,"TRADE","OTHERS","OUTDOOR"
"212",,"G00015","GG CIRCUITS INDUSTRIES SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"213",,"G00016","GES MANUFACTURING SERVICES (M) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"214",,"G00018","GO POWER INDUSTRIAL SUPPLY",,"TRADE","ENGINEERING","OFFICE"
"215",,"G00019","GUAN HENG MACHINERY SALES & SERVICE",,"TRADE","ENGINEERING","OFFICE"
"216",,"G00020","GIS SUPPLY & ENGINEERING SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"217",,"G00021","GLOBATRONIC ENGINEERING",,"TRADE","ENGINEERING","OUTDOOR"
"218",,"G00022","GEARTECH ENGINEERING (M) SDN BHD",,"TRADE","TRADING","OFFICE"
"219",,"G00023","GPM TECHNOLOGY SDN BHD",,"TRADE","METAL","OUTDOOR"
"220",,"G00024","GME CARBON SDN BHD",,"TRADE","OTHERS","OUTDOOR"
"221",,"G00025","GAN SENG PRINTING (M) SDN BHD",,"TRADE","PAPER","OUTDOOR"
"222",,"G00026","GALVANO TECHNOLOGY SDN BHD",,"TRADE","METAL","OUTDOOR"
"223",,"G00027","GSM MACHINERY (M) SDN BHD",,"TRADE","MACHINERY","OUTDOOR"
"224",,"G00028","GLOBAL ECO CHEMICALS MALAYSIA SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"225",,"H00001","HITACHI CABLE (JOHOR) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"226",,"H00002","HITACHI CHEMICAL (J) SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"227",,"H00003","HIKOKI (MALAYSIA) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"228",,"H00004","HALEX WOOLTON (M) SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"229",,"H00005","HONGGUAN TECHNOLOGIES (M) SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"230",,"H00006","HITECH DISPLAYS SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"231",,"H00008","HONDA AUTOPARTS MANUFACTURING (M) SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
"232",,"H00009","H.F. KEJENTERAAN SDN BHD",,"TRADE","ENGINEERING","OUTDOOR"
"233",,"H00010","H.F. KEJENTERAAN (SENAI) SDN BHD",,"TRADE","ENGINEERING","PROJECT"
"234",,"H00011","JOHNSON HOME CARE MALAYSIA SDN BHD",,"TRADE","CHEMICAL","OUTDOOR"
"235",,"H00012","HUA HUAT MANUFACTURING SDN BHD",,"TRADE","FOOD","OUTDOOR"
"236",,"H00013","HORIZON LAND (JOHOR) SDN BHD",,"TRADE","ENGINEERING","OFFICE"
"237",,"H00014","HAIYAN BARAKAH ENTERPRISE",,"TRADE","TRADING","PROJECT"
"238",,"H00015","HKT (M) SDN BHD",,"TRADE","FURNITURE","OUTDOOR"
"239",,"H00016","**CLOSED**HOLCIM (MALAYSIA) SDN BHD",,"TRADE","CEMENT","OUTDOOR"
"240",,"H00017","HARTA PACKAGING INDUSTRIES SDN BHD",,"TRADE","PAPER","OUTDOOR"
"241",,"H00018","HETRA AUTOMATION SDN BHD",,"TRADE","TRADING","OFFICE"
"242",,"H00019","HONG YU ELECTRIC",,"TRADE","TRADING","OUTDOOR"
"243",,"H00020","HAWAII BAKERY & FOOD INDUSTRIES (M) SDN BHD",,"TRADE","FOOD","PROJECT"
"244",,"H00021","HOKUDEN (M) SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"245",,"H00022","HOLCIM MARKETING (MALAYSIA) SDN BHD",,"TRADE","CEMENT","OUTDOOR"
"246",,"H00023","HTL LEATHER SDN BHD",,"TRADE","OTHERS","OUTDOOR"
"247",,"H00024","HAYASHI AUTOMATION ENGINEERING",,"TRADE","ENGINEERING","OFFICE"
"248",,"H00025","HEVEABOARD BERHAD",,"TRADE","OTHERS","OFFICE"
"249",,"H00026","HEWLETT-PACKARD SINGAPORE (PRIVATE)  LIMITED",,"TRADE","OTHERS","OFFICE"
"250",,"H00027","HO LEONG PRECISION STAMPING SDN BHD",,"TRADE","METAL","OUTDOOR"
"251",,"H00028","HONG LEONG HARDWARE TRADING",,"TRADE","TRADING","OUTDOOR"
"252",,"H00029","HAN TONG SPRING INDUSTRIES SDN BHD",,"TRADE","OTHERS","PROJECT"
"253",,"H00030","**CLOSED**(HUME ROOFING PRODUCTS SDN BHD)",,"TRADE","BM","OUTDOOR"
"254",,"H00031","HID GLOBAL SDN BHD",,"TRADE","ELECTRICAL","OUTDOOR"
"255",,"H00032","HUP FATT BROTHERS ENGINEERING (M) SDN BHD",,"TRADE","METAL","OUTDOOR"
"256",,"H00033","HAMELIN ELBA SDN BHD",,"TRADE","PLASTIC","OUTDOOR"
